dialogue_id,locale,line_index,speaker_role,text,category,usage_scope,enabled,full_text,source_id,source_text
draft_conversation_open_017,en,0,speaker,Look at this.,conversation_open,office,true,Look at this.,draft.conversation_open.017,Look at this.
draft_conversation_open_017,th,0,speaker,ดูนี่สิ,conversation_open,office,true,ดูนี่สิ,draft.conversation_open.017,Look at this.
draft_conversation_open_018,en,0,speaker,See this note?,conversation_open,office,true,See this note?,draft.conversation_open.018,See this note?
draft_conversation_open_018,th,0,speaker,เห็นโน้ตนี้ไหม?,conversation_open,office,true,เห็นโน้ตนี้ไหม?,draft.conversation_open.018,See this note?
draft_conversation_open_019,en,0,speaker,What do you think?,conversation_open,office,false,What do you think?,draft.conversation_open.019,What do you think?
draft_conversation_open_019,th,0,speaker,คิดว่าไง?,conversation_open,office,true,คิดว่าไง?,draft.conversation_open.019,What do you think?
draft_conversation_open_020,en,0,speaker,Any ideas?,conversation_open,office,true,Any ideas?,draft.conversation_open.020,Any ideas?
draft_conversation_open_020,th,0,speaker,มีไอเดียไหม?,conversation_open,office,true,มีไอเดียไหม?,draft.conversation_open.020,Any ideas?
draft_conversation_open_021,en,0,speaker,Compare these.,conversation_open,office,false,Compare these.,draft.conversation_open.021,Compare these.
draft_conversation_open_021,th,0,speaker,เทียบดูนะ,conversation_open,office,true,เทียบดูนะ,draft.conversation_open.021,Compare these.
draft_conversation_open_022,en,0,speaker,Let's plan.,conversation_open,office,true,Let's plan.,draft.conversation_open.022,Let's plan.
draft_conversation_open_022,th,0,speaker,มาวางแผนกัน,conversation_open,office,true,มาวางแผนกัน,draft.conversation_open.022,Let's plan.
draft_conversation_open_023,en,0,speaker,Check this out.,conversation_open,office,false,Check this out.,draft.conversation_open.023,Check this out.
draft_conversation_open_023,th,0,speaker,มาดูอันนี้,conversation_open,office,true,มาดูอันนี้,draft.conversation_open.023,Check this out.
draft_conversation_open_024,en,0,speaker,Can I share?,conversation_open,office,true,Can I share?,draft.conversation_open.024,Can I share?
draft_conversation_open_024,th,0,speaker,ขอแชร์หน่อยได้ไหม?,conversation_open,office,false,ขอแชร์หน่อยได้ไหม?,draft.conversation_open.024,Can I share?
draft_conversation_open_025,en,0,speaker,Tell me honestly.,conversation_open,office,false,Tell me honestly.,draft.conversation_open.025,Tell me honestly.
draft_conversation_open_025,th,0,speaker,บอกตามตรงนะ,conversation_open,office,true,บอกตามตรงนะ,draft.conversation_open.025,Tell me honestly.
draft_conversation_open_026,en,0,speaker,Want the short version?,conversation_open,office,false,Want the short version?,draft.conversation_open.026,Want the short version?
draft_conversation_open_026,th,0,speaker,เอาแบบสั้นไหม?,conversation_open,office,true,เอาแบบสั้นไหม?,draft.conversation_open.026,Want the short version?
draft_conversation_open_027,en,0,speaker,Here's the tricky part.,conversation_open,office,false,Here's the tricky part.,draft.conversation_open.027,Here's the tricky part.
draft_conversation_open_027,th,0,speaker,ส่วนยากอยู่ตรงนี้,conversation_open,office,false,ส่วนยากอยู่ตรงนี้,draft.conversation_open.027,Here's the tricky part.
draft_conversation_open_028,en,0,speaker,Something changed.,conversation_open,office,false,Something changed.,draft.conversation_open.028,Something changed.
draft_conversation_open_028,th,0,speaker,มีอะไรเปลี่ยนไป,conversation_open,office,true,มีอะไรเปลี่ยนไป,draft.conversation_open.028,Something changed.
draft_conversation_open_029,en,0,speaker,New angle?,conversation_open,office,true,New angle?,draft.conversation_open.029,New angle?
draft_conversation_open_029,th,0,speaker,มุมใหม่ไหม?,conversation_open,office,true,มุมใหม่ไหม?,draft.conversation_open.029,New angle?
draft_conversation_open_030,en,0,speaker,Have you noticed?,conversation_open,office,false,Have you noticed?,draft.conversation_open.030,Have you noticed?
draft_conversation_open_030,th,0,speaker,สังเกตไหม?,conversation_open,office,true,สังเกตไหม?,draft.conversation_open.030,Have you noticed?
draft_conversation_open_031,en,0,speaker,About tomorrow...,conversation_open,office,false,About tomorrow...,draft.conversation_open.031,About tomorrow...
draft_conversation_open_031,th,0,speaker,เรื่องพรุ่งนี้น่ะ...,conversation_open,office,true,เรื่องพรุ่งนี้น่ะ...,draft.conversation_open.031,About tomorrow...
draft_conversation_open_032,en,0,speaker,One more thing.,conversation_open,office,false,One more thing.,draft.conversation_open.032,One more thing.
draft_conversation_open_032,th,0,speaker,อีกเรื่องหนึ่ง,conversation_open,office,true,อีกเรื่องหนึ่ง,draft.conversation_open.032,One more thing.
draft_conversation_open_033,en,0,speaker,Let's talk timing.,conversation_open,office,false,Let's talk timing.,draft.conversation_open.033,Let's talk timing.
draft_conversation_open_033,th,0,speaker,คุยเรื่องเวลากัน,conversation_open,office,true,คุยเรื่องเวลากัน,draft.conversation_open.033,Let's talk timing.
draft_conversation_open_034,en,0,speaker,Need a second opinion.,conversation_open,office,false,Need a second opinion.,draft.conversation_open.034,Need a second opinion.
draft_conversation_open_034,th,0,speaker,ขอความเห็นที่สอง,conversation_open,office,false,ขอความเห็นที่สอง,draft.conversation_open.034,Need a second opinion.
draft_conversation_open_035,en,0,speaker,Switch gears?,conversation_open,office,true,Switch gears?,draft.conversation_open.035,Switch gears?
draft_conversation_open_035,th,0,speaker,เปลี่ยนเรื่องกันไหม?,conversation_open,office,false,เปลี่ยนเรื่องกันไหม?,draft.conversation_open.035,Switch gears?
draft_conversation_open_036,en,0,speaker,Let's untangle this.,conversation_open,office,false,Let's untangle this.,draft.conversation_open.036,Let's untangle this.
draft_conversation_open_036,th,0,speaker,มาแกะเรื่องนี้กัน,conversation_open,office,true,มาแกะเรื่องนี้กัน,draft.conversation_open.036,Let's untangle this.
draft_conversation_open_037,en,0,speaker,Here's the good part.,conversation_open,office,false,Here's the good part.,draft.conversation_open.037,Here's the good part.
draft_conversation_open_037,th,0,speaker,ส่วนดีอยู่ตรงนี้,conversation_open,office,true,ส่วนดีอยู่ตรงนี้,draft.conversation_open.037,Here's the good part.
draft_conversation_open_038,en,0,speaker,Here's the catch.,conversation_open,office,false,Here's the catch.,draft.conversation_open.038,Here's the catch.
draft_conversation_open_038,th,0,speaker,แต่มีข้อแม้นะ,conversation_open,office,true,แต่มีข้อแม้นะ,draft.conversation_open.038,Here's the catch.
draft_conversation_open_039,en,0,speaker,Want to brainstorm?,conversation_open,office,false,Want to brainstorm?,draft.conversation_open.039,Want to brainstorm?
draft_conversation_open_039,th,0,speaker,ระดมไอเดียกันไหม?,conversation_open,office,false,ระดมไอเดียกันไหม?,draft.conversation_open.039,Want to brainstorm?
draft_conversation_open_040,en,0,speaker,Let's make a call.,conversation_open,office,false,Let's make a call.,draft.conversation_open.040,Let's make a call.
draft_conversation_open_040,th,0,speaker,ตัดสินใจกัน,conversation_open,office,true,ตัดสินใจกัน,draft.conversation_open.040,Let's make a call.
draft_conversation_open_041,en,0,speaker,Mind if I join?,conversation_open,office,true,Mind if I join?,draft.conversation_open.041,Mind if I join?
draft_conversation_open_041,th,0,speaker,ขอร่วมด้วยได้ไหม?,conversation_open,office,false,ขอร่วมด้วยได้ไหม?,draft.conversation_open.041,Mind if I join?
draft_conversation_open_042,en,0,speaker,Is now okay?,conversation_open,office,true,Is now okay?,draft.conversation_open.042,Is now okay?
draft_conversation_open_042,th,0,speaker,ตอนนี้สะดวกไหม?,conversation_open,office,false,ตอนนี้สะดวกไหม?,draft.conversation_open.042,Is now okay?
draft_conversation_open_043,en,0,speaker,Can I be curious?,conversation_open,office,false,Can I be curious?,draft.conversation_open.043,Can I be curious?
draft_conversation_open_043,th,0,speaker,ขอถามแบบสงสัยนะ,conversation_open,office,false,ขอถามแบบสงสัยนะ,draft.conversation_open.043,Can I be curious?
draft_conversation_open_044,en,0,speaker,Revisit that?,conversation_open,office,true,Revisit that?,draft.conversation_open.044,Revisit that?
draft_conversation_open_044,th,0,speaker,กลับมาดูเรื่องนั้นไหม?,conversation_open,office,false,กลับมาดูเรื่องนั้นไหม?,draft.conversation_open.044,Revisit that?
draft_conversation_open_045,en,0,speaker,How about this?,conversation_open,office,false,How about this?,draft.conversation_open.045,How about this?
draft_conversation_open_045,th,0,speaker,เอาแบบนี้ไหม?,conversation_open,office,true,เอาแบบนี้ไหม?,draft.conversation_open.045,How about this?
draft_conversation_open_046,en,0,speaker,Let's keep talking.,conversation_open,office,false,Let's keep talking.,draft.conversation_open.046,Let's keep talking.
draft_conversation_open_046,th,0,speaker,คุยต่อกัน,conversation_open,office,true,คุยต่อกัน,draft.conversation_open.046,Let's keep talking.
draft_conversation_open_047,en,0,speaker,Quick huddle.,conversation_open,office,true,Quick huddle.,draft.conversation_open.047,Quick huddle.
draft_conversation_open_047,th,0,speaker,รวมตัวคุยแป๊บหนึ่ง,conversation_open,office,false,รวมตัวคุยแป๊บหนึ่ง,draft.conversation_open.047,Quick huddle.
draft_conversation_open_048,en,0,speaker,Open the topic.,conversation_open,office,false,Open the topic.,draft.conversation_open.048,Open the topic.
draft_conversation_open_048,th,0,speaker,เปิดประเด็นกัน,conversation_open,office,true,เปิดประเด็นกัน,draft.conversation_open.048,Open the topic.
draft_conversation_open_049,en,0,speaker,Your take?,conversation_open,office,true,Your take?,draft.conversation_open.049,Your take?
draft_conversation_open_049,th,0,speaker,มีมุมมองไหม?,conversation_open,office,true,มีมุมมองไหม?,draft.conversation_open.049,Your take?
draft_conversation_open_050,en,0,speaker,Ready for a thought?,conversation_open,office,false,Ready for a thought?,draft.conversation_open.050,Ready for a thought?
draft_conversation_open_050,th,0,speaker,พร้อมฟังความคิดไหม?,conversation_open,office,false,พร้อมฟังความคิดไหม?,draft.conversation_open.050,Ready for a thought?
draft_conversation_reply_001,en,0,speaker,Sure thing!,conversation_reply,office,true,Sure thing!,draft.conversation_reply.001,Sure thing!
draft_conversation_reply_001,th,0,speaker,ได้สิ!,conversation_reply,office,true,ได้สิ!,draft.conversation_reply.001,Sure thing!
draft_conversation_reply_002,en,0,speaker,Absolutely!,conversation_reply,office,true,Absolutely!,draft.conversation_reply.002,Absolutely!
draft_conversation_reply_002,th,0,speaker,แน่สิ!,conversation_reply,office,true,แน่สิ!,draft.conversation_reply.002,Absolutely!
draft_conversation_reply_003,en,0,speaker,"Ah, I see.",conversation_reply,office,true,"Ah, I see.",draft.conversation_reply.003,"Ah, I see."
draft_conversation_reply_003,th,0,speaker,อ๋อ เข้าใจแล้ว,conversation_reply,office,true,อ๋อ เข้าใจแล้ว,draft.conversation_reply.003,"Ah, I see."
draft_conversation_reply_004,en,0,speaker,Got it.,conversation_reply,office,true,Got it.,draft.conversation_reply.004,Got it.
draft_conversation_reply_004,th,0,speaker,รับทราบ,conversation_reply,office,true,รับทราบ,draft.conversation_reply.004,Got it.
draft_conversation_reply_005,en,0,speaker,Sounds good.,conversation_reply,office,true,Sounds good.,draft.conversation_reply.005,Sounds good.
draft_conversation_reply_005,th,0,speaker,ฟังดูดีนะ,conversation_reply,office,true,ฟังดูดีนะ,draft.conversation_reply.005,Sounds good.
draft_conversation_reply_006,en,0,speaker,That works.,conversation_reply,office,true,That works.,draft.conversation_reply.006,That works.
draft_conversation_reply_006,th,0,speaker,แบบนั้นได้,conversation_reply,office,true,แบบนั้นได้,draft.conversation_reply.006,That works.
draft_conversation_reply_007,en,0,speaker,No problem.,conversation_reply,office,true,No problem.,draft.conversation_reply.007,No problem.
draft_conversation_reply_007,th,0,speaker,ไม่มีปัญหา,conversation_reply,office,true,ไม่มีปัญหา,draft.conversation_reply.007,No problem.
draft_conversation_reply_008,en,0,speaker,On it.,conversation_reply,office,true,On it.,draft.conversation_reply.008,On it.
draft_conversation_reply_008,th,0,speaker,จัดการให้,conversation_reply,office,true,จัดการให้,draft.conversation_reply.008,On it.
draft_conversation_reply_009,en,0,speaker,Right away.,conversation_reply,office,true,Right away.,draft.conversation_reply.009,Right away.
draft_conversation_reply_009,th,0,speaker,เดี๋ยวทำเลย,conversation_reply,office,true,เดี๋ยวทำเลย,draft.conversation_reply.009,Right away.
draft_conversation_reply_010,en,0,speaker,Good point.,conversation_reply,office,true,Good point.,draft.conversation_reply.010,Good point.
draft_conversation_reply_010,th,0,speaker,พูดถูกนะ,conversation_reply,office,true,พูดถูกนะ,draft.conversation_reply.010,Good point.
draft_conversation_reply_011,en,0,speaker,Fair enough.,conversation_reply,office,true,Fair enough.,draft.conversation_reply.011,Fair enough.
draft_conversation_reply_011,th,0,speaker,ก็จริงนะ,conversation_reply,office,true,ก็จริงนะ,draft.conversation_reply.011,Fair enough.
draft_conversation_reply_012,en,0,speaker,You're right.,conversation_reply,office,true,You're right.,draft.conversation_reply.012,You're right.
draft_conversation_reply_012,th,0,speaker,คุณพูดถูก,conversation_reply,office,true,คุณพูดถูก,draft.conversation_reply.012,You're right.
draft_conversation_reply_013,en,0,speaker,Maybe so.,conversation_reply,office,true,Maybe so.,draft.conversation_reply.013,Maybe so.
draft_conversation_reply_013,th,0,speaker,อาจจะใช่,conversation_reply,office,true,อาจจะใช่,draft.conversation_reply.013,Maybe so.
draft_conversation_reply_014,en,0,speaker,Let me check.,conversation_reply,office,true,Let me check.,draft.conversation_reply.014,Let me check.
draft_conversation_reply_014,th,0,speaker,ขอเช็กก่อน,conversation_reply,office,true,ขอเช็กก่อน,draft.conversation_reply.014,Let me check.
draft_conversation_reply_015,en,0,speaker,I've got it.,conversation_reply,office,true,I've got it.,draft.conversation_reply.015,I've got it.
draft_conversation_reply_015,th,0,speaker,เดี๋ยวฉันทำ,conversation_reply,office,true,เดี๋ยวฉันทำ,draft.conversation_reply.015,I've got it.
draft_conversation_reply_016,en,0,speaker,I'll think.,conversation_reply,office,true,I'll think.,draft.conversation_reply.016,I'll think.
draft_conversation_reply_016,th,0,speaker,ขอคิดก่อน,conversation_reply,office,true,ขอคิดก่อน,draft.conversation_reply.016,I'll think.
draft_conversation_reply_017,en,0,speaker,Thanks for the note.,conversation_reply,office,false,Thanks for the note.,draft.conversation_reply.017,Thanks for the note.
draft_conversation_reply_017,th,0,speaker,ขอบคุณสำหรับโน้ต,conversation_reply,office,false,ขอบคุณสำหรับโน้ต,draft.conversation_reply.017,Thanks for the note.
draft_conversation_reply_018,en,0,speaker,Many thanks!,conversation_reply,office,true,Many thanks!,draft.conversation_reply.018,Many thanks!
draft_conversation_reply_018,th,0,speaker,ขอบใจ!,conversation_reply,office,true,ขอบใจ!,draft.conversation_reply.018,Many thanks!
draft_conversation_reply_019,en,0,speaker,Much appreciated.,conversation_reply,office,false,Much appreciated.,draft.conversation_reply.019,Much appreciated.
draft_conversation_reply_019,th,0,speaker,ขอบใจมาก,conversation_reply,office,true,ขอบใจมาก,draft.conversation_reply.019,Much appreciated.
draft_conversation_reply_020,en,0,speaker,You're welcome.,conversation_reply,office,false,You're welcome.,draft.conversation_reply.020,You're welcome.
draft_conversation_reply_020,th,0,speaker,ไม่เป็นไร,conversation_reply,office,true,ไม่เป็นไร,draft.conversation_reply.020,You're welcome.
draft_conversation_reply_021,en,0,speaker,My mistake.,conversation_reply,office,true,My mistake.,draft.conversation_reply.021,My mistake.
draft_conversation_reply_021,th,0,speaker,ฉันพลาดเอง,conversation_reply,office,true,ฉันพลาดเอง,draft.conversation_reply.021,My mistake.
draft_conversation_reply_022,en,0,speaker,Nice spot.,conversation_reply,office,true,Nice spot.,draft.conversation_reply.022,Nice spot.
draft_conversation_reply_022,th,0,speaker,จับจุดได้ดี,conversation_reply,office,true,จับจุดได้ดี,draft.conversation_reply.022,Nice spot.
draft_conversation_reply_023,en,0,speaker,That helps.,conversation_reply,office,true,That helps.,draft.conversation_reply.023,That helps.
draft_conversation_reply_023,th,0,speaker,ช่วยได้มาก,conversation_reply,office,true,ช่วยได้มาก,draft.conversation_reply.023,That helps.
draft_conversation_reply_024,en,0,speaker,Understood.,conversation_reply,office,true,Understood.,draft.conversation_reply.024,Understood.
draft_conversation_reply_024,th,0,speaker,รับเรื่องแล้ว,conversation_reply,office,true,รับเรื่องแล้ว,draft.conversation_reply.024,Understood.
draft_conversation_reply_025,en,0,speaker,Noted.,conversation_reply,office,true,Noted.,draft.conversation_reply.025,Noted.
draft_conversation_reply_025,th,0,speaker,บันทึกไว้แล้ว,conversation_reply,office,true,บันทึกไว้แล้ว,draft.conversation_reply.025,Noted.
draft_conversation_reply_026,en,0,speaker,Let's do it.,conversation_reply,office,true,Let's do it.,draft.conversation_reply.026,Let's do it.
draft_conversation_reply_026,th,0,speaker,ทำกันเลย,conversation_reply,office,true,ทำกันเลย,draft.conversation_reply.026,Let's do it.
draft_conversation_reply_027,en,0,speaker,One sec.,conversation_reply,office,true,One sec.,draft.conversation_reply.027,One sec.
draft_conversation_reply_027,th,0,speaker,แป๊บนะ,conversation_reply,office,true,แป๊บนะ,draft.conversation_reply.027,One sec.
draft_conversation_reply_028,en,0,speaker,Give me a moment.,conversation_reply,office,false,Give me a moment.,draft.conversation_reply.028,Give me a moment.
draft_conversation_reply_028,th,0,speaker,ขอเวลาครู่นะ,conversation_reply,office,true,ขอเวลาครู่นะ,draft.conversation_reply.028,Give me a moment.
draft_conversation_reply_029,en,0,speaker,One moment.,conversation_reply,office,true,One moment.,draft.conversation_reply.029,One moment.
draft_conversation_reply_029,th,0,speaker,แป๊บหนึ่งนะ,conversation_reply,office,true,แป๊บหนึ่งนะ,draft.conversation_reply.029,One moment.
draft_conversation_reply_030,en,0,speaker,I agree.,conversation_reply,office,true,I agree.,draft.conversation_reply.030,I agree.
draft_conversation_reply_030,th,0,speaker,เห็นด้วย,conversation_reply,office,true,เห็นด้วย,draft.conversation_reply.030,I agree.
draft_conversation_reply_031,en,0,speaker,I disagree.,conversation_reply,office,true,I disagree.,draft.conversation_reply.031,I disagree.
draft_conversation_reply_031,th,0,speaker,ไม่เห็นด้วย,conversation_reply,office,true,ไม่เห็นด้วย,draft.conversation_reply.031,I disagree.
draft_conversation_reply_032,en,0,speaker,Let's compromise.,conversation_reply,office,false,Let's compromise.,draft.conversation_reply.032,Let's compromise.
draft_conversation_reply_032,th,0,speaker,หาตรงกลางกัน,conversation_reply,office,true,หาตรงกลางกัน,draft.conversation_reply.032,Let's compromise.
draft_conversation_reply_033,en,0,speaker,Exactly.,conversation_reply,office,true,Exactly.,draft.conversation_reply.033,Exactly.
draft_conversation_reply_033,th,0,speaker,ถูกต้องนะ,conversation_reply,office,true,ถูกต้องนะ,draft.conversation_reply.033,Exactly.
draft_conversation_reply_034,en,0,speaker,Not quite.,conversation_reply,office,true,Not quite.,draft.conversation_reply.034,Not quite.
draft_conversation_reply_034,th,0,speaker,ยังไม่ใช่,conversation_reply,office,true,ยังไม่ใช่,draft.conversation_reply.034,Not quite.
draft_conversation_reply_035,en,0,speaker,Almost.,conversation_reply,office,true,Almost.,draft.conversation_reply.035,Almost.
draft_conversation_reply_035,th,0,speaker,เกือบแล้ว,conversation_reply,office,true,เกือบแล้ว,draft.conversation_reply.035,Almost.
draft_conversation_reply_036,en,0,speaker,That's clear.,conversation_reply,office,true,That's clear.,draft.conversation_reply.036,That's clear.
draft_conversation_reply_036,th,0,speaker,ชัดเจนแล้ว,conversation_reply,office,true,ชัดเจนแล้ว,draft.conversation_reply.036,That's clear.
draft_conversation_reply_037,en,0,speaker,Now I know.,conversation_reply,office,true,Now I know.,draft.conversation_reply.037,Now I know.
draft_conversation_reply_037,th,0,speaker,ตอนนี้เข้าใจแล้ว,conversation_reply,office,true,ตอนนี้เข้าใจแล้ว,draft.conversation_reply.037,Now I know.
draft_conversation_reply_038,en,0,speaker,Good to know.,conversation_reply,office,true,Good to know.,draft.conversation_reply.038,Good to know.
draft_conversation_reply_038,th,0,speaker,รู้ไว้ดีเลย,conversation_reply,office,true,รู้ไว้ดีเลย,draft.conversation_reply.038,Good to know.
draft_conversation_reply_039,en,0,speaker,I'll remember.,conversation_reply,office,true,I'll remember.,draft.conversation_reply.039,I'll remember.
draft_conversation_reply_039,th,0,speaker,จะจำไว้นะ,conversation_reply,office,true,จะจำไว้นะ,draft.conversation_reply.039,I'll remember.
draft_conversation_reply_040,en,0,speaker,Your call.,conversation_reply,office,true,Your call.,draft.conversation_reply.040,Your call.
draft_conversation_reply_040,th,0,speaker,แล้วแต่คุณ,conversation_reply,office,true,แล้วแต่คุณ,draft.conversation_reply.040,Your call.
draft_conversation_reply_041,en,0,speaker,Up to us.,conversation_reply,office,true,Up to us.,draft.conversation_reply.041,Up to us.
draft_conversation_reply_041,th,0,speaker,อยู่ที่เรา,conversation_reply,office,true,อยู่ที่เรา,draft.conversation_reply.041,Up to us.
draft_conversation_reply_042,en,0,speaker,That is fair.,conversation_reply,office,true,That is fair.,draft.conversation_reply.042,That is fair.
draft_conversation_reply_042,th,0,speaker,ยุติธรรมดี,conversation_reply,office,true,ยุติธรรมดี,draft.conversation_reply.042,That is fair.
draft_conversation_reply_043,en,0,speaker,Let's confirm.,conversation_reply,office,true,Let's confirm.,draft.conversation_reply.043,Let's confirm.
draft_conversation_reply_043,th,0,speaker,ยืนยันกัน,conversation_reply,office,true,ยืนยันกัน,draft.conversation_reply.043,Let's confirm.
draft_conversation_reply_044,en,0,speaker,Confirmed.,conversation_reply,office,true,Confirmed.,draft.conversation_reply.044,Confirmed.
draft_conversation_reply_044,th,0,speaker,ยืนยันแล้ว,conversation_reply,office,true,ยืนยันแล้ว,draft.conversation_reply.044,Confirmed.
draft_conversation_reply_045,en,0,speaker,Message received.,conversation_reply,office,false,Message received.,draft.conversation_reply.045,Message received.
draft_conversation_reply_045,th,0,speaker,ได้รับข้อความแล้ว,conversation_reply,office,false,ได้รับข้อความแล้ว,draft.conversation_reply.045,Message received.
draft_conversation_reply_046,en,0,speaker,"Understood, thanks.",conversation_reply,office,false,"Understood, thanks.",draft.conversation_reply.046,"Understood, thanks."
draft_conversation_reply_046,th,0,speaker,เข้าใจแล้ว ขอบคุณ,conversation_reply,office,false,เข้าใจแล้ว ขอบคุณ,draft.conversation_reply.046,"Understood, thanks."
draft_conversation_reply_047,en,0,speaker,All right.,conversation_reply,office,true,All right.,draft.conversation_reply.047,All right.
draft_conversation_reply_047,th,0,speaker,ตกลง,conversation_reply,office,true,ตกลง,draft.conversation_reply.047,All right.
draft_conversation_reply_048,en,0,speaker,"Okay, then.",conversation_reply,office,true,"Okay, then.",draft.conversation_reply.048,"Okay, then."
draft_conversation_reply_048,th,0,speaker,โอเค งั้นตามนี้,conversation_reply,office,true,โอเค งั้นตามนี้,draft.conversation_reply.048,"Okay, then."
draft_conversation_reply_049,en,0,speaker,Not yet.,conversation_reply,office,true,Not yet.,draft.conversation_reply.049,Not yet.
draft_conversation_reply_049,th,0,speaker,ยังไม่ตอนนี้,conversation_reply,office,true,ยังไม่ตอนนี้,draft.conversation_reply.049,Not yet.
draft_conversation_reply_050,en,0,speaker,Let's keep it.,conversation_reply,office,true,Let's keep it.,draft.conversation_reply.050,Let's keep it.
draft_conversation_reply_050,th,0,speaker,เก็บแบบนี้เลย,conversation_reply,office,true,เก็บแบบนี้เลย,draft.conversation_reply.050,Let's keep it.
draft_idle_flavor_001,en,0,speaker,Coffee whispers.,idle_flavor,office,false,Coffee whispers.,draft.idle_flavor.001,Coffee whispers.
draft_idle_flavor_001,th,0,speaker,กาแฟกระซิบ,idle_flavor,office,true,กาแฟกระซิบ,draft.idle_flavor.001,Coffee whispers.
draft_idle_flavor_002,en,0,speaker,The plant agrees.,idle_flavor,office,false,The plant agrees.,draft.idle_flavor.002,The plant agrees.
draft_idle_flavor_002,th,0,speaker,ต้นไม้เห็นด้วย,idle_flavor,office,true,ต้นไม้เห็นด้วย,draft.idle_flavor.002,The plant agrees.
draft_idle_flavor_003,en,0,speaker,Sticky note mystery.,idle_flavor,office,false,Sticky note mystery.,draft.idle_flavor.003,Sticky note mystery.
draft_idle_flavor_003,th,0,speaker,ปริศนาโพสต์อิท,idle_flavor,office,true,ปริศนาโพสต์อิท,draft.idle_flavor.003,Sticky note mystery.
draft_idle_flavor_004,en,0,speaker,Chair says hello.,idle_flavor,office,false,Chair says hello.,draft.idle_flavor.004,Chair says hello.
draft_idle_flavor_004,th,0,speaker,เก้าอี้ทักทาย,idle_flavor,office,true,เก้าอี้ทักทาย,draft.idle_flavor.004,Chair says hello.
draft_idle_flavor_005,en,0,speaker,Pen picked me.,idle_flavor,office,false,Pen picked me.,draft.idle_flavor.005,Pen picked me.
draft_idle_flavor_005,th,0,speaker,ปากกาเลือกฉัน,idle_flavor,office,true,ปากกาเลือกฉัน,draft.idle_flavor.005,Pen picked me.
draft_idle_flavor_006,en,0,speaker,Clock is judging.,idle_flavor,office,false,Clock is judging.,draft.idle_flavor.006,Clock is judging.
draft_idle_flavor_006,th,0,speaker,นาฬิกากำลังตัดสิน,idle_flavor,office,false,นาฬิกากำลังตัดสิน,draft.idle_flavor.006,Clock is judging.
draft_idle_flavor_007,en,0,speaker,Snack thoughts.,idle_flavor,office,false,Snack thoughts.,draft.idle_flavor.007,Snack thoughts.
draft_idle_flavor_007,th,0,speaker,คิดถึงขนม,idle_flavor,office,true,คิดถึงขนม,draft.idle_flavor.007,Snack thoughts.
draft_idle_flavor_008,en,0,speaker,Desk mode: cozy.,idle_flavor,office,false,Desk mode: cozy.,draft.idle_flavor.008,Desk mode: cozy.
draft_idle_flavor_008,th,0,speaker,โหมดโต๊ะ: สบาย,idle_flavor,office,true,โหมดโต๊ะ: สบาย,draft.idle_flavor.008,Desk mode: cozy.
draft_idle_flavor_009,en,0,speaker,Window has stories.,idle_flavor,office,false,Window has stories.,draft.idle_flavor.009,Window has stories.
draft_idle_flavor_009,th,0,speaker,หน้าต่างมีเรื่องเล่า,idle_flavor,office,false,หน้าต่างมีเรื่องเล่า,draft.idle_flavor.009,Window has stories.
draft_idle_flavor_010,en,0,speaker,Playlist approves.,idle_flavor,office,false,Playlist approves.,draft.idle_flavor.010,Playlist approves.
draft_idle_flavor_010,th,0,speaker,เพลย์ลิสต์อนุมัติ,idle_flavor,office,true,เพลย์ลิสต์อนุมัติ,draft.idle_flavor.010,Playlist approves.
draft_idle_flavor_011,en,0,speaker,Little break.,idle_flavor,office,true,Little break.,draft.idle_flavor.011,Little break.
draft_idle_flavor_011,th,0,speaker,พักนิดหนึ่ง,idle_flavor,office,true,พักนิดหนึ่ง,draft.idle_flavor.011,Little break.
draft_idle_flavor_012,en,0,speaker,Brain on standby.,idle_flavor,office,false,Brain on standby.,draft.idle_flavor.012,Brain on standby.
draft_idle_flavor_012,th,0,speaker,สมองพักรอ,idle_flavor,office,true,สมองพักรอ,draft.idle_flavor.012,Brain on standby.
draft_idle_flavor_013,en,0,speaker,Just vibing.,idle_flavor,office,true,Just vibing.,draft.idle_flavor.013,Just vibing.
draft_idle_flavor_013,th,0,speaker,กำลังชิล,idle_flavor,office,true,กำลังชิล,draft.idle_flavor.013,Just vibing.
draft_idle_flavor_014,en,0,speaker,Quietly thriving.,idle_flavor,office,false,Quietly thriving.,draft.idle_flavor.014,Quietly thriving.
draft_idle_flavor_014,th,0,speaker,รุ่งเรืองเงียบ ๆ,idle_flavor,office,true,รุ่งเรืองเงียบ ๆ,draft.idle_flavor.014,Quietly thriving.
draft_idle_flavor_015,en,0,speaker,Desk detective.,idle_flavor,office,false,Desk detective.,draft.idle_flavor.015,Desk detective.
draft_idle_flavor_015,th,0,speaker,นักสืบโต๊ะทำงาน,idle_flavor,office,true,นักสืบโต๊ะทำงาน,draft.idle_flavor.015,Desk detective.
draft_idle_flavor_016,en,0,speaker,Paper trail!,idle_flavor,office,true,Paper trail!,draft.idle_flavor.016,Paper trail!
draft_idle_flavor_016,th,0,speaker,รอยทางกระดาษ!,idle_flavor,office,false,รอยทางกระดาษ!,draft.idle_flavor.016,Paper trail!
draft_idle_flavor_017,en,0,speaker,Where's my pen?,idle_flavor,office,false,Where's my pen?,draft.idle_flavor.017,Where's my pen?
